title,total_time,serving_size,ingr,instructions,nativeCuisine,country
St Patrick's Day Casserole,80,8 servings,1 ¼ pounds red potatoes cut into 3/4-inch cubes,"Place red potato cubes into a large saucepan, cover with water, and bring to a boil. Cook potatoes over medium-low heat until tender, about 15 minutes; drain well.

Place chopped cabbage into a saucepan and cover with water; bring to a boil. Reduce heat to medium-low and simmer the cabbage until tender and softened, about 15 minutes; drain well.

Preheat the oven to 375 degrees F (190 degrees C).

Spray a 9x13-inch baking dish with cooking spray.

Lightly toss potatoes, cabbage, corned beef, and Swiss cheese in a large bowl until well combined.

Stir together mustard, white wine, garlic powder, and black pepper in a bowl until smooth; mix into corned beef mixture.

Spread the mixture into the prepared baking dish.

Lay a phyllo sheet onto a work surface and spray with cooking spray. Place the phyllo sheet onto the casserole, folding the overhang back over the dish; spray the dry side of the overhang with more cooking spray.

Repeat three more times, spraying, folding, and respraying the phyllo sheet each time.

Brush the top of last sheet with melted butter.

Bake in the preheated oven until phyllo sheets are crisp and browned and the casserole is hot, 45 to 55 minutes.
",unitedkingdom,GBR
Traditional English Trifle,90,1 trifle,½ cup margarine,"Preheat oven to 350 degrees F (175 degrees C).  Grease and flour an 8x8 inch cake pan.

In large bowl, cream together margarine and 1/2 cup sugar.  Beat in eggs, one at a time.  Combine flour, baking powder and salt.  Fold dry ingredients into butter mixture.  Pour into prepared pan.

Bake 25 minutes, or until cake springs back when lightly touched in center.  Cool in pan for five minutes, then remove from pan and cool completely on wire rack.  Cut into narrow pieces about 1 1/2 inches by 4 inches.  Set aside.

In large bowl, beat cream with electric mixer until soft peaks form.  Beat in 1/4 cup sugar and vanilla and continue to beat until stiff peaks form. Set aside.

Prepare vanilla pudding according to package directions.  Set aside.

To Assemble Trifle:  Brush each piece of cake with raspberry jam.  Use half the cake pieces to line the bottom of a trifle bowl or other glass serving dish.  Sprinkle half of the sherry over cake.  Layer half the peaches, strawberries and blueberries on top.  Cover with half the pudding and a third of the whipped cream.  Repeat layers with remaining cake, sherry, fruit and pudding.  Top with remaining whipped cream.  Chill in refrigerator at least 30 minutes before serving.
",unitedkingdom,GBR
Sarah's Slow-Cooker Corned Beef and Cabbage,0,8 servings,1 (4 pound) lean raw corned beef brisket,"Place the corned beef into the bottom of a large slow cooker.

Scatter the pickling spice over the brisket.

Layer the celery, carrots, potatoes, and onion atop the brisket, respectively.

Pour the stout beer into the slow cooker. Add enough hot water to the slow cooker to cover the brisket by at least 1 inch.

Cook on High until the brisket reaches the desired consistency, 7 to 8 hours.

Remove the brisket and vegetables from the slow cooker to a large bowl; cover with aluminum foil to keep warm.

Remove 1 cup of the liquid in the slow cooker; pour into a small pot over medium heat. Cook the liquid until the volume is reduced by about half, about 10 minutes. Transfer the reduced liquid to a small bowl; stir the horseradish and sour cream into the liquid to make a sauce.

Submerge the cabbage wedges in the liquid remaining in the slow cooker; cook until the cabbage softens yet retains some crispiness, 20 to 30 minutes. Remove the cabbage to a platter. Ladle remaining liquid from the slow cooker into a bowl.

Slice the brisket across the grain. Serve with the vegetable mixture, cabbage, horseradish sauce, and liquid from the slow cooker.
",unitedkingdom,GBR
Mulligatawny,165,10 servings,"3 (5 ounce) skinless, boneless chicken breast halves","Rub chicken breasts with chili powder and 1 teaspoon salt. Place in a baking dish and let rest for 1 hour.

Preheat the oven to 400 degrees F (200 degrees C).

Bake chicken in the preheated oven until no longer pink in the centers and juices run clear, about 15 minutes. Remove from the oven and coarsely shred with 2 forks; set aside.

Pour coconut oil into a large pot and heat over medium heat. Add carrots, apple, onion, and celery. Cook for 5 to 6 minutes, then add in garlic and ginger. Cook 1 minute more.

Pour in 4 cups chicken stock, coconut milk, lentils, both curry powders, cumin, thyme, mustard, cinnamon, oregano, coriander, turmeric, nutmeg, cayenne, and bay leaf. Bring to a simmer. Reduce heat to medium-low and cook for 30 minutes.

Fish out and discard the bay leaf. Use an immersion blender to blend into a smooth sauce. Add tomato paste and chicken; cook for another 20 minutes. If it appears too thick, add a little more stock, but the soup is pretty thick. Season with remaining 1 teaspoon salt.

Spoon cooked rice into bowls and ladle soup over top to serve.
",unitedkingdom,GBR
Irish Chicken,120,5 servings,"5 (5 ounce) skinless, boneless chicken breast halves","Preheat the oven to 375 degrees F (190 degrees C).

Slice a pocket in thick side of each chicken breast.

Spoon about 2 tablespoons of chopped bacon into the center of a provolone slice; fold cheese around bacon and stuff into a chicken breast. Repeat with remaining chicken breasts.

Arrange stuffed chicken breasts on a baking sheet and sprinkle with water.

Bake in the preheated oven until the chicken meat is no longer pink inside, the bacon is cooked, and the provolone cheese has melted, about 1 hour.

Cover potatoes with water in a saucepan and bring to a boil. Cook over medium heat until potatoes are tender, about 15 minutes. Drain well.

Heat 2/3 cup heavy cream in a saucepan over low heat; stir in mozzarella cheese and melt. Pour mozzarella cheese mixture into the saucepan with potatoes and toss to coat.

Place 5 slices of bacon into a skillet over medium heat and cook, turning occasionally, until bacon is just starting to brown but is still soft, about 5 minutes. Drain fat; transfer bacon to a plate and allow to cool until easy to handle.

Wrap 1 bacon slice around 10 green beans and secure with a toothpick; repeat with remaining bacon slices.

Place green bean bundles in the skillet and cook over medium heat until bacon is browned and crisp and the green beans are tender, about 10 minutes; turn often.

Pour 2 fluid ounces Irish cream liqueur and 1/4 cup heavy whipping cream into the skillet with green bean bundles over low heat; spoon over green bean bundles. Sprinkle with chopped peanuts.

Melt butter in a skillet over medium heat; cook and stir mushrooms until most of the liquid has evaporated, about 10 minutes.

Stir 5 fluid ounces of Irish cream and 2/3 cup heavy whipping cream into mushrooms over medium heat. Bring to a boil, reduce heat to low, and cook until sauce has thickened, about 10 minutes.

Pour mushroom sauce over baked stuffed chicken. Serve green bean bundles and potatoes on the side.
",unitedkingdom,GBR
Beer-Baked Irish Beef,0,6 servings,"6 slices bacon, diced","Place the bacon in a large nonstick skillet, and cook over medium heat until crisp and brown. Remove the bacon pieces and set aside, leaving the drippings in the skillet.

Place the flour, salt, black pepper, and allspice in a large plastic zipper bag, and shake a few times to combine. Place the beef stew meat into the bag, and shake to coat the meat with flour mixture. Place the meat pieces in the skillet with the bacon drippings, and cook the meat until brown on all sides.

Remove the browned meat to a slow cooker, and add the carrots, onions, garlic, parsley, rosemary, marjoram, and bay leaf to the cooker.

Pour the beer into the skillet, and bring to a boil over medium-low heat, scraping all the browned bits of flavor from the bottom of the skillet. Pour the beer into the slow cooker, over the meat and vegetables. Cover, and cook on Medium setting until the meat is very tender, 4 to 5 hours.

Before serving, remove the bay leaf, and sprinkle the stew with the reserved bacon pieces.
",unitedkingdom,GBR
Irish Cream,485,8 servings,3 eggs,"Blend eggs, coffee, chocolate syrup, and almond extract in a blender.

Pour sweetened condensed milk and whipping cream into the egg mixture; blend again.

Pour whiskey into the blender; blend until smooth. Chill overnight or 8 hours before using.
",unitedkingdom,GBR
Fennel Soda Bread,80,12 servings,3 cups all-purpose flour,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 10 inch round cake pan.

In a large bowl, stir together the flour, baking powder, baking soda, salt, sugar, and fennel seed. In another bowl, stir together the eggs, buttermilk, and melted butter. Stir the wet ingredients into the flour mixture, until just blended using a large spoon. Spoon the batter into the prepared pan. Dot with the 3 tablespoons of chilled butter.

Bake for about 1 hour in the preheated oven, or until puffed and golden. Cut into wedges and serve warm.
",unitedkingdom,GBR
Marmite Mince,0,4 servings,1 tablespoon butter,"Melt the butter in a wok over medium heat. Add the onions, and fry until soft. Crumble in the ground beef; cook and stir until evenly browned. Push all of the beef and onion out to the sides, leaving a pool of butter in the center. Add the yeast spread to the pool, and mix until dissolved. Stir into the ground beef.

Mix in the paprika, and bouillon cubes. The mixture will start to become sticky and bind together. Mix in the water and gravy mix.  It will be sticky at first. Just stir and bring to a simmer, and it is ready to serve.
",unitedkingdom,GBR
British Picalilli,1037,8 servings,"1 large head cauliflower, cut into small florets","Combine cauliflower, onion, carrots, cucumber, beans, and salt in a large bowl and toss well. Leave for 24 hours.

The next day, rinse vegetables thoroughly in several changes of cold water. Drain well in a colander for 30 minutes.

Inspect eight 12-ounce jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water until picalilli is ready. Wash new, unused lids and rings in warm soapy water.

Combine flour, curry powder, turmeric, mustard powder, and ginger in a large pot. Gradually stir in 1/2 the vinegar, blending well until a smooth paste without lumps forms. Add remaining vinegar and sugar, mix well, and bring to a boil over medium heat, stirring continuously. Cook until mixture thickens, about 5 minutes. Add vegetable mixture and bring to a boil. Cook for 2 minutes. Remove from heat.

Pack picalilli into hot, sterilized jars, filling to within 1/4 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any spills. Top with lids and screw rings on tightly.

Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 5 minutes.

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all).

Leave for 1 month, to allow picalilli to mature, before eating.
",unitedkingdom,GBR
Welsh Bread,0,1 -1 pound loaf,1 teaspoon distilled white vinegar,"Combine the vinegar and the milk. Let stand for at least 15 minutes or until the mixture thickens.

Add the vinegar mixture, brown sugar, egg, butter, salt, molasses, bread flour, baking soda, caraway seeds and yeast in the order directed by your bread machine's manufacturer.

Set machine to basic cycle (fruit bread, white bread, etc depending on your bread machine), medium crust setting. Add the raisins when indicated to by your bread machine's manufacturer.

Alternately this bread can be mixed in the bread machine and then bake in the oven. Set bread machine to dough setting. Remove dough, shape into a loaf, cover and let rise in a warm place, until just under doubled in size. This will take about 1 hour.  Bake the bread in a preheated 375 degrees F (190 degrees C) for 30 to 45 minutes. Bread will golden brown and sound hollow when thumped on the bottom.
",unitedkingdom,GBR
